StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q40,Q1,Q2,Q3,Q4,Q5,Q36,Q38,Q39,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q21,Q22,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q34,Q35,Q36,Q37,Q38,Q39
9/9/2020 6:10,9/9/2020 6:27,0,*******,97,1055,0,9/23/2020 6:27,R_O71fBE4L1UNDpPr,*******,*******,*******,*******,*******,*******,email,EN,sm2259,2,2,0,3,2,18,24,23,14,15,14,11,12,15,14,12,14,14,17,13,12,13,14,11,14,12,12,12,13,14,13
9/9/2020 6:24,9/9/2020 6:29,0,*******,97,321,0,9/23/2020 6:29,R_3NRiQ0XYoZyMwc5,*******,*******,*******,*******,*******,*******,email,EN,vk262,1,0,0,,3,19,25,24,14,14,16,12,12,13,12,14,12,12,16,13,13,14,13,14,12,13,13,12,12,14,11
9/9/2020 6:33,9/9/2020 6:40,0,*******,97,440,0,9/23/2020 6:41,R_2saludrqKW3rahb,*******,*******,*******,*******,*******,*******,email,EN,ta279,1,5,0,1,3,20,26,25,16,15,14,12,12,14,13,12,12,12,16,13,13,13,13,13,13,12,11,11,12,14,12
9/9/2020 6:45,9/9/2020 6:51,0,*******,97,323,0,9/23/2020 6:51,R_5pYEqoOQZLf8nkJ,*******,*******,*******,*******,*******,*******,email,EN,Esv28 ,2,3,1,3,5,19,25,24,17,13,15,11,11,12,15,11,12,12,17,14,14,13,13,12,13,13,12,12,13,14,13
9/9/2020 6:49,9/9/2020 6:52,0,*******,97,172,0,9/23/2020 6:52,R_1Ec8QUcF9O2Cods,*******,*******,*******,*******,*******,*******,email,EN,ath84,2,0,0,n/a,1,21,27,26,14,15,15,11,12,13,14,12,12,13,16,14,13,13,13,13,13,13,12,12,13,13,13
9/9/2020 6:52,9/9/2020 6:54,0,*******,97,126,0,9/23/2020 6:55,R_1OHyRjJtAdOIyaQ,*******,*******,*******,*******,*******,*******,email,EN,sc2538,2,1,0,1,3,19,25,24,16,14,16,11,12,12,14,12,12,12,17,12,12,12,12,12,12,12,12,12,13,14,12
9/9/2020 6:01,9/9/2020 6:55,0,*******,26,3232,0,9/23/2020 6:56,R_3gNMjPpetkuPomR,*******,*******,*******,*******,*******,*******,email,EN,smc479,2,0,0,0,1,19,25,24,,,,,,,,,,,,,,,,,,,,,,,
9/9/2020 6:55,9/9/2020 6:59,0,*******,97,239,0,9/23/2020 6:59,R_1FaBuSLzw6Dv6cV,*******,*******,*******,*******,*******,*******,email,EN,nz223,2,0,0,N/A,1,21,27,24,14,14,13,12,12,14,12,12,12,12,16,13,15,14,13,12,13,13,12,11,12,14,11
9/9/2020 6:58,9/9/2020 6:59,0,*******,26,70,0,9/23/2020 7:00,R_1jE9Iy2O9JZM8O7,*******,*******,*******,*******,*******,*******,email,EN,krh57,1,4,,1,1,19,25,26,,,,,,,,,,,,,,,,,,,,,,,
9/9/2020 6:56,9/9/2020 7:03,0,*******,97,423,0,9/23/2020 7:03,R_2wNwBNQwIDCWyHK,*******,*******,*******,*******,*******,*******,email,EN,omm26,2,3,0,3,2,20,25,26,16,14,16,11,11,12,14,12,12,13,17,13,12,12,13,14,12,12,12,12,13,12,13
9/9/2020 6:58,9/9/2020 7:03,0,*******,97,298,0,9/23/2020 7:04,R_x3e8S7Dxk9Z4u7T,*******,*******,*******,*******,*******,*******,email,EN,mar493,1,3,0,3,2,21,27,24,14,14,16,11,11,12,14,11,12,12,17,13,13,13,13,13,13,13,13,13,14,13,13
9/9/2020 6:58,9/9/2020 7:03,0,*******,97,295,0,9/23/2020 7:04,R_2diQ8N6G1IqD1fi,*******,*******,*******,*******,*******,*******,email,EN,dar347,1,,,,1,18,24,24,14,16,13,12,11,14,14,14,14,13,17,13,15,13,13,13,12,12,12,11,12,15,11
9/9/2020 6:48,9/9/2020 7:03,0,*******,97,900,0,9/23/2020 7:04,R_UQN958uL6clFuPn,*******,*******,*******,*******,*******,*******,email,EN,sjl365,2,0,0,0,2,20,26,25,13,16,16,12,12,12,11,12,14,13,16,15,14,12,13,13,13,13,12,12,12,14,13
9/9/2020 7:05,9/9/2020 7:11,0,*******,97,356,0,9/23/2020 7:11,R_PBxiHN83j7kd54J,*******,*******,*******,*******,*******,*******,email,EN,pip5,2,2,1,2,1,19,25,24,16,14,14,12,12,13,12,12,12,12,15,12,13,13,12,12,12,12,12,12,13,14,12
9/9/2020 7:06,9/9/2020 7:11,0,*******,97,298,0,9/23/2020 7:12,R_2E0FcDXniVWzxAA,*******,*******,*******,*******,*******,*******,email,EN,sep234,2,2,1,2,1,19,24,23,13,14,13,11,12,12,14,12,12,12,16,12,13,13,13,13,13,11,11,11,12,15,11
9/9/2020 7:08,9/9/2020 7:12,0,*******,97,238,0,9/23/2020 7:12,R_OedwNXtDkuiGxqh,*******,*******,*******,*******,*******,*******,email,EN,dsk253,2,1,0,10+,2,19,27,26,14,14,14,11,12,14,12,13,14,14,16,12,13,12,13,14,13,12,11,11,12,15,11
9/9/2020 7:11,9/9/2020 7:15,0,*******,97,261,0,9/23/2020 7:15,R_27p1CVW3VBQOXyG,*******,*******,*******,*******,*******,*******,email,EN,xc246,2,3,1,3,4,19,25,26,16,16,16,11,12,12,14,12,12,12,16,12,11,12,12,13,12,11,11,11,12,15,11
9/9/2020 7:15,9/9/2020 7:18,0,*******,97,154,0,9/23/2020 7:18,R_3oBedR66QVUjpIB,*******,*******,*******,*******,*******,*******,email,EN,diw29,1,3,0,2,1,20,26,25,16,14,15,12,11,13,12,12,12,13,15,14,13,13,13,13,13,13,13,13,14,13,13
9/9/2020 7:16,9/9/2020 7:19,0,*******,97,171,0,9/23/2020 7:19,R_OPzz1BxxA0HhXod,*******,*******,*******,*******,*******,*******,email,EN,,1,4,1,3,1,19,24,24,14,15,15,12,12,14,14,14,15,14,17,14,12,13,13,12,12,12,12,12,12,14,12
9/9/2020 7:20,9/9/2020 7:23,0,*******,97,218,0,9/23/2020 7:24,R_1myLe0QpMhm6gQl,*******,*******,*******,*******,*******,*******,email,EN,mj398,2,2,1,0,2,19,25,24,17,13,16,11,11,12,15,11,12,11,17,13,11,13,13,12,12,12,12,11,12,15,12
9/9/2020 7:34,9/9/2020 7:38,0,*******,97,288,0,9/23/2020 7:39,R_3iKeJHkJifbxGfW,*******,*******,*******,*******,*******,*******,email,EN,mpk83,2,0,0,,1,22,28,27,15,16,14,11,11,12,13,12,11,12,17,14,15,15,15,14,13,13,13,12,13,14,12
9/9/2020 6:28,9/9/2020 7:38,0,*******,97,4234,0,9/23/2020 7:39,R_3m9kwpm5k75paK9,*******,*******,*******,*******,*******,*******,email,EN,wf226,2,1,Not sure,1,5,19,25,24,16,16,16,13,12,14,12,13,13,12,16,12,13,12,13,12,13,13,13,13,12,15,13
9/9/2020 7:38,9/9/2020 7:40,0,*******,26,96,0,9/23/2020 7:40,R_81ytMtNJE7EzJzX,*******,*******,*******,*******,*******,*******,email,EN,sf449,2,1,0,1,1,19,25,24,,,,,,,,,,,,,,,,,,,,,,,
9/9/2020 7:47,9/9/2020 7:50,0,*******,97,128,0,9/23/2020 7:52,R_paDxjCjIF9nhb57,*******,*******,*******,*******,*******,*******,email,EN,av435,2,2,0,2,1,18,25,24,16,14,16,12,12,14,11,12,11,14,16,12,14,14,13,12,13,13,12,12,13,14,12
9/9/2020 7:43,9/9/2020 7:51,0,*******,97,491,0,9/23/2020 7:52,R_3qBw0lOiQVCYhs1,*******,*******,*******,*******,*******,*******,email,EN,db632,1,0,0,"I don't know anybody in this course, but I hope to make some contacts",1,20,25,25,15,15,14,11,11,11,14,13,11,12,13,12,12,13,13,13,12,13,12,11,12,14,12
9/9/2020 7:49,9/9/2020 7:55,0,*******,97,317,0,9/23/2020 7:58,R_r731hvzAThxYQQV,*******,*******,*******,*******,*******,*******,email,EN,miw34,2,1,1,1,1,21,25,26,14,14,15,11,11,12,14,13,13,12,17,12,12,12,12,13,12,12,11,11,12,15,11
9/9/2020 7:52,9/9/2020 8:00,0,*******,97,451,0,9/23/2020 8:00,R_1lc4JcWU1TeLDdc,*******,*******,*******,*******,*******,*******,email,EN,sdb246,1,0,0,,1,19,25,24,16,14,17,12,11,11,15,11,11,12,17,13,14,14,13,12,13,12,12,12,12,14,12
9/9/2020 7:52,9/9/2020 8:01,0,*******,97,536,0,9/23/2020 8:01,R_2DYM0BDpa71qMky,*******,*******,*******,*******,*******,*******,email,EN,srh233,2,Six,I am not sure who is in my discussion section. ,Six ,1,19,25,24,16,14,16,12,11,12,15,12,11,12,16,12,11,13,13,11,12,12,12,11,12,14,12
9/9/2020 7:59,9/9/2020 8:01,0,*******,97,118,0,9/23/2020 8:02,R_AAiZGv0UqoBRznH,*******,*******,*******,*******,*******,*******,email,EN,jac734,2,1,0,1,1,19,25,24,16,14,16,11,12,15,13,13,13,12,16,13,12,12,12,12,12,12,12,12,13,15,13
9/9/2020 7:57,9/9/2020 8:01,0,*******,97,252,0,9/23/2020 8:02,R_0dNnrTaodi6WdvH,*******,*******,*******,*******,*******,*******,email,EN,jz486,1,7,I don't know yet,7,2,20,26,25,14,15,14,13,13,15,12,14,14,14,14,12,13,12,12,13,12,12,12,12,13,14,13
9/9/2020 8:03,9/9/2020 8:07,0,*******,97,253,0,9/23/2020 8:08,R_2Yz8TiitRsUJUDK,*******,*******,*******,*******,*******,*******,email,EN,bmm97,1,1,0,1,1,18,24,23,15,14,14,12,12,12,13,12,12,13,14,13,12,13,13,13,13,13,12,13,14,12,13
9/9/2020 8:08,9/9/2020 8:11,0,*******,97,171,0,9/23/2020 8:11,R_A1ldYBmCB4DumR3,*******,*******,*******,*******,*******,*******,email,EN,dj295,1,1,0,TBA,1,20,27,25,15,14,14,12,12,11,14,12,12,12,15,13,13,13,13,12,13,13,12,12,13,14,13
9/9/2020 7:49,9/9/2020 8:12,0,*******,97,1365,0,9/23/2020 8:12,R_1cSoFYbuwMdvTBS,*******,*******,*******,*******,*******,*******,email,EN,srv25,2,0,0,,1,19,25,24,15,14,15,11,11,12,14,11,12,12,15,12,14,13,,,,13,12,12,13,14,12
9/9/2020 8:09,9/9/2020 8:12,0,*******,97,203,0,9/23/2020 8:13,R_1Q9nJsaAaMXjwdm,*******,*******,*******,*******,*******,*******,email,EN,an646,2,0,0,I am a transfer and have no friends or known peers,1,19,25,24,14,15,16,14,11,11,15,12,12,12,17,13,13,13,13,13,13,13,12,12,13,12,14
9/9/2020 8:10,9/9/2020 8:16,0,*******,97,350,0,9/23/2020 8:16,R_1Nw4S4wkcvRlsPt,*******,*******,*******,*******,*******,*******,email,EN,rb635,1,3 students ,unsure,all of them,2,19,25,23,16,14,16,11,11,12,15,11,12,12,16,13,13,13,13,12,13,13,13,13,13,13,13
9/9/2020 7:59,9/9/2020 8:16,0,*******,97,1032,0,9/23/2020 8:16,R_1rdZEDD2PHHWyMd,*******,*******,*******,*******,*******,*******,email,EN,sdc79,1,0,0,"0 as of now, but I'm open to meeting new people",5,21,27,26,16,14,16,12,12,14,12,14,12,12,17,12,14,14,12,14,12,12,12,11,12,15,12
9/9/2020 7:38,9/9/2020 8:18,0,*******,97,2410,0,9/23/2020 8:18,R_5cgoZY5YcXq9qtb,*******,*******,*******,*******,*******,*******,email,EN,daf273,2,2,i dont know,2,1,19,25,26,14,16,15,11,13,11,12,14,11,15,16,14,14,14,12,13,13,13,13,13,13,12,13
9/9/2020 8:19,9/9/2020 8:22,0,*******,97,231,0,9/23/2020 8:22,R_2XbbqbKAIDwsqsS,*******,*******,*******,*******,*******,*******,email,EN,adh238,1,0,0,,4,20,25,24,14,14,16,13,12,14,14,14,14,15,17,14,15,14,13,13,13,13,13,12,12,14,13
9/9/2020 8:22,9/9/2020 8:26,0,*******,97,253,0,9/23/2020 8:26,R_VU6w8NSibg9Be0h,*******,*******,*******,*******,*******,*******,email,EN,isd9,2,1,0,1,3,19,25,24,14,14,16,11,12,11,14,12,12,12,17,14,12,13,13,12,14,13,13,12,13,14,13
9/9/2020 8:24,9/9/2020 8:27,0,*******,97,138,0,9/23/2020 8:27,R_2TGiBoctVtXMwta,*******,*******,*******,*******,*******,*******,email,EN,dw476,1,2,1,All,2,20,26,25,14,14,13,12,12,12,14,11,14,12,16,12,11,12,12,12,12,12,12,12,12,13,12
9/9/2020 8:23,9/9/2020 8:27,0,*******,97,263,0,9/23/2020 8:27,R_3nMBaWKKKiUIJst,*******,*******,*******,*******,*******,*******,email,EN,asc327,2,3,0,3,3,20,25,23,16,14,16,12,12,13,14,13,12,12,14,13,12,13,13,12,11,12,12,12,12,14,12
9/9/2020 8:23,9/9/2020 8:28,0,*******,97,312,0,9/23/2020 8:28,R_2D2e86kXDGb3hfN,*******,*******,*******,*******,*******,*******,email,EN,lnf25,2,1,,,1,19,25,24,13,16,16,11,12,14,13,13,12,14,16,13,12,12,12,12,12,12,12,12,13,14,13
9/9/2020 8:31,9/9/2020 8:36,0,*******,97,292,0,9/23/2020 8:36,R_VVcwYWWGWAYL0FX,*******,*******,*******,*******,*******,*******,email,EN,bwd46,1,2,0,Both ,1,20,27,24,14,14,14,11,11,12,15,12,13,12,17,12,12,12,12,12,13,13,13,12,14,14,13
9/9/2020 8:26,9/9/2020 8:36,0,*******,97,628,0,9/23/2020 8:36,R_2DY3fYdO3LWwx2u,*******,*******,*******,*******,*******,*******,email,EN,ts658,2,None,None,N/A,2,19,25,24,14,14,14,13,13,11,12,13,14,11,17,14,14,13,13,13,13,13,13,12,12,14,13
9/9/2020 8:38,9/9/2020 8:43,0,*******,97,285,0,9/23/2020 8:43,R_1g1K1BV0IrifyJ9,*******,*******,*******,*******,*******,*******,email,EN,jag526,1,~4,I don't know who is in this discussion section,All of them,1,19,25,24,16,13,16,12,12,12,13,14,12,12,16,12,12,12,12,13,12,12,12,11,12,15,12
9/9/2020 8:34,9/9/2020 8:44,0,*******,97,603,0,9/23/2020 8:44,R_3fAWkhsNsAXNZa6,*******,*******,*******,*******,*******,*******,email,EN,ys742,1,6,0,6,1,19,25,24,14,15,13,12,12,12,14,11,13,15,16,12,11,12,11,13,12,11,11,11,13,14,12
