Filename From Zip,Source URL,Post Date/Time,Username,Followers,Engagement Rate,Like Count,Comment Count,Location,Post Type,Caption,Hashtags,Mentions,Image/Video URL
kpcornellu-CImCEaYpLxh.jpg,https://www.instagram.com/p/CImCEaYpLxh,12/9/2020,kpcornellu,1,3,2,1,,image,"This photo from green lakes state park demonstrates one of the most important qualities of nature-- its restorative quality. The still green lake framed by the tree branches draws the eye and subconsciously relieves the fatigue that we as humans so often experience living in a heavily ""created"" environment.

#envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.ffjr1-1.fna.fbcdn.net/v/t51.2885-15/e35/130273431_224479875745397_7786843840181401928_n.jpg?_nc_ht=instagram.ffjr1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=--OnM1yLO_oAX-zMnUL&tp=1&oh=9d019f784afe32c334ba57d1128672ac&oe=5FFD233E
killing_the_dea_game-CIoJvy9hxrb.jpg,https://www.instagram.com/p/CIoJvy9hxrb,12/10/2020,killing_the_dea_game,5,0.2,1,0,,image,Her process: restoration. I love the hiking trail near my house because it brings me great peace and relaxation. The stillness of the pond and fading sunset restore my inner feelings of peace after a stressful day. #envpsy #envpsyw7,"envpsy, envpsyw7",,https://instagram.fmnl4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/130162329_293749035411736_6827834694015558010_n.jpg?_nc_ht=instagram.fmnl4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=lRXxvmNd0E8AX9ZoTnC&tp=1&oh=4bede388d4384693a985fba5fa47f146&oe=5FFC59C0
sadiesworkspace-CIn2beIlW8N.jpg,https://www.instagram.com/p/CIn2beIlW8N,12/10/2020,sadiesworkspace,4,0,0,0,,image,I don’t garden but I find spending time in nature such as taking my dog on a walk outside to be restorative. #envpsy #envpsyw7,"envpsy, envpsyw7",,https://instagram.fdoh3-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129773913_736196117006577_8893954746454929214_n.jpg?_nc_ht=instagram.fdoh3-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Q6n4hSdZRUMAX8OlovR&tp=1&oh=26c0af646ff62c594a15b260c8fd7ee0&oe=5FFBB6BE
dereklaocornell-CImmfuIBF65.jpg,https://www.instagram.com/p/CImmfuIBF65,12/10/2020,dereklaocornell,6,0.1667,1,0,,image,"HER proecess of Aesthetics

The complete absence of human structures here makes this scene's scenic quality high. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fmex11-2.fna.fbcdn.net/v/t51.2885-15/e35/129790829_701091780611289_6457124830918229595_n.jpg?_nc_ht=instagram.fmex11-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=CgapF8DbhBsAX8h4MSq&tp=1&oh=ebe5f5f4a75067fd727f40fe25b1420f&oe=5FFE3FE5
mgao.dea1500-CImL1y2Bl4U.jpg,https://www.instagram.com/p/CImL1y2Bl4U,12/10/2020,mgao.dea1500,2,1,1,1,,image,"This picture is an example of the HER process of restoration, as the atmosphere on the slope at Cornell allows me to feel more connected to my surroundings and calms me down. Especially if I’ve spent a lot of time studying on campus, spending time on the slope with my friends always restores my mood. #envpsyw7",envpsyw7,,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/130295230_310361473473513_2209654681807845095_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=6YDTFs0E6HIAX-6j25s&tp=1&oh=1dc71b801fab6a8d924a750a5f940df1&oe=5FFDC9CA
kpcornellu-CImCEaYpLxh.jpg,https://www.instagram.com/p/CImCEaYpLxh,12/9/2020,kpcornellu,1,3,2,1,,image,"This photo from green lakes state park demonstrates one of the most important qualities of nature-- its restorative quality. The still green lake framed by the tree branches draws the eye and subconsciously relieves the fatigue that we as humans so often experience living in a heavily ""created"" environment.

#envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fblq3-1.fna.fbcdn.net/v/t51.2885-15/e35/130273431_224479875745397_7786843840181401928_n.jpg?_nc_ht=instagram.fblq3-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=--OnM1yLO_oAX92kAt5&tp=1&oh=7aee628b251c8d8e558ded83208021fb&oe=5FFD233E
nicole__room-CIlyAfgj-kJ.jpg,https://www.instagram.com/p/CIlyAfgj-kJ,12/9/2020,nicole__room,3,0.3333,1,0,,image,#envpsy #envpsyw7 This is an example of the HER process of restoration for me. The body of water (Hudson River) is very relaxing sight for me!,"envpsy, envpsyw7",,https://instagram.fgua5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/130546800_136087088293115_2704610659872619214_n.jpg?_nc_ht=instagram.fgua5-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=-YHYKIxltLgAX87p5dO&tp=1&oh=d7a83426a860665a1df196e85d8f74ad&oe=5FFB7A89
hercuratedcorner-CIlSvygsmOs.jpg,https://www.instagram.com/p/CIlSvygsmOs,12/9/2020,hercuratedcorner,6,0,0,0,,image,"#envpsy #envpsyw7 The HER process of Small Group Ecology can been seen in this coffee shop space. The room, though large, has been sectioned by semi-fixed furniture groupings which effectively add definition. Each seating group encourages interaction within the defined area, making it an ideal space for relationship formation over a warm beverage ☕️","envpsy, envpsyw7",,https://instagram.fudi1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/130118379_1293619451018734_3474898219806247728_n.jpg?_nc_ht=instagram.fudi1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=BSrXbv6oTyoAX8v-Owg&tp=1&oh=eaa72a32b4f8d721b9a33f2d7587f5f4&oe=5FFE3838
kr397_dea-CIk0_ZIJkVq.jpg,https://www.instagram.com/p/CIk0_ZIJkVq,12/9/2020,kr397_dea,24,0.375,7,2,,image,"#envpsy #envpsyw7
Biophilia. The theory that human beings have a special restorative affiliation with nature due to evolution. I have personally  been conscious of this connection to nature and it's restorative properties since I was a kid. My parents love plants and gardening, so my house is completely surrounded by plants.","envpsy, envpsyw7",,https://instagram.fotp3-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/129743653_423310012043200_6392950923806412546_n.jpg?_nc_ht=instagram.fotp3-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=KvCFhjwJtR0AX8_Lqqh&tp=1&oh=fad8400fbec76b85ff385e74a2a7cc87&oe=5FFD79BC
kr397_dea-CIk0_ZIJkVq.jpg,https://www.instagram.com/p/CIk0_ZIJkVq,12/9/2020,kr397_dea,24,0.375,7,2,,image,"#envpsy #envpsyw7
Biophilia. The theory that human beings have a special restorative affiliation with nature due to evolution. I have personally  been conscious of this connection to nature and it's restorative properties since I was a kid. My parents love plants and gardening, so my house is completely surrounded by plants.","envpsy, envpsyw7",,https://instagram.fotp3-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/130373490_131378591936249_5663367815195568307_n.jpg?_nc_ht=instagram.fotp3-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=EQcouoFUuTkAX9YyGUS&tp=1&oh=a998c819758e897e54f45c095087d109&oe=5FFD9DF2
chrismcdermott_210-CIj_piugS9w.jpg,https://www.instagram.com/p/CIj_piugS9w,12/9/2020,chrismcdermott_210,4,0,0,0,,image,"the HER process of light reflects reflects the visual and non-visual aspects of light. shown in the photos is the influence of luminance on a work space. increases in luminance has been shown to produce increases in performance (depending on the task being performed). the light shown, however, does not reflect the individuals preference for light as it is a fluorescent lightbulb, which is the last choice for lighting among peoples (this preference extends across culture, race, gender, and other social identities) #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fntr5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/129722305_995388107619385_1058256074680929522_n.jpg?_nc_ht=instagram.fntr5-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=ixvF8YMFdxIAX9A4kVA&tp=1&oh=1a59c23441505f34937c99db8650f687&oe=5FFDF11B
hannahrosenbergdea1500-CIjyP3jhwz8.jpg,https://www.instagram.com/p/CIjyP3jhwz8,12/9/2020,hannahrosenbergdea1500,3,0,0,0,,image,"HER process: restoration. Spending time in nature and surrounded by natural elements always makes me feel less stressed and better able to concentrate on schoolwork. In class, Professor Evans discussed a study in which people who went on a walk in a more natural environment had a greater ability using their voluntary attention skills, as compared to participants who walked in urban settings. I experience this effect when I spend time in nature. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fsjo14-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129730029_1505345906343054_4390030496580969498_n.jpg?_nc_ht=instagram.fsjo14-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=n4AkrJW7LWwAX8Qih30&tp=1&oh=256c3deb5c778645d41df2d9f6c6efbc&oe=5FFB7ED0
kenzzieco-CIjxqmnJJbg.jpg,https://www.instagram.com/p/CIjxqmnJJbg,12/9/2020,kenzzieco,3,1,1,2,,image,"This week in lecture we talked about restoration. During this season, myself and my family run a small Christmas Tree Farm. This year it has been especially therapeutic to be out in nature and seeing how happy families are to cut their own tree. Clipping the trees, making wreaths, and simply being creative in nature has been restorative. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fntr5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129738734_3810625918956775_236988464313570026_n.jpg?_nc_ht=instagram.fntr5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=A6_y9z88tS8AX_4sRRJ&tp=1&oh=c611aed3773d145b78fc5259ed253acd&oe=5FFA9F78
lhuang19-CIjJld3haHp.jpg,https://www.instagram.com/p/CIjJld3haHp,12/8/2020,lhuang19,1,0,0,0,,image,#envpsy #envpsyw7 This pattern on my wall relates to the HER process of aesthetics and how things that have an intermediate amount of complexity are most preferred. Objects that are proportional are also considered beautiful.,"envpsy, envpsyw7",,https://instagram.fmex22-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129765857_1338619959806285_4283421088922929455_n.jpg?_nc_ht=instagram.fmex22-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=fPKYzBil4mUAX-Iu_NS&tp=1&oh=653920d020f470e9ed0b22e0b83b6608&oe=5FFCCC69
simonkapen_dea-CIjIYpdHYPs.jpg,https://www.instagram.com/p/CIjIYpdHYPs,12/8/2020,simonkapen_dea,4,0,0,0,,image,"#envpsy #envpsyw7 My dining room at home is an example of the HER process of restorative environments. This large window allows my family to watch the nature outside while we eat dinner. After a long day, it’s relaxing to be able to take a break and be exposed to nature, even if we’re still inside.","envpsy, envpsyw7",,https://scontent-hbe1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/129332902_1032922050542385_2501013307257982026_n.jpg?_nc_ht=scontent-hbe1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=qlJ5qlHZanwAX_r7Igx&tp=1&oh=5a9f42c18c80a4b2e33a0bddb2adfcca&oe=5FFD1513
cornellstudent232-CIiqWOJFKc4.jpg,https://www.instagram.com/p/CIiqWOJFKc4,12/8/2020,cornellstudent232,2,0,0,0,,image,this photo is an example of anthropometrics and biometrics. esch individual is set up in a fashion that allows them to be perfectly optimized to give the person in front of a massage and receive a massage according to their heights and and arm lengths. #envpsy #envpsyw7,"envpsy, envpsyw7",,https://instagram.fmex15-1.fna.fbcdn.net/v/t51.2885-15/e35/130807451_709149246393039_1760257676337058503_n.jpg?_nc_ht=instagram.fmex15-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=v2a7m40VINIAX9c8WPP&tp=1&oh=1586e33b8889dbf2ef8d3e78345fc173&oe=5FFD7D70
seanzhangkx_dea1500-CIiniLmh30l.jpg,https://www.instagram.com/p/CIiniLmh30l,12/8/2020,seanzhangkx_dea1500,7,0.1429,1,0,,image,This is my work station right now and the place for me to meet with friends is on the left on the backside of my work station. It is sometimes distracting if my friend stays in my room. This is related to the HER process of layout and this floor plan does not work so well when I have to focus on my works. #envpsyw7 #envpsy,"envpsyw7, envpsy",,https://instagram.fmex3-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129764998_775369196391374_512777018973318201_n.jpg?_nc_ht=instagram.fmex3-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=5YnJVYz4KgAAX-pHgn_&tp=1&oh=6a4d6db0302b525560ff6584cf842725&oe=5FFBC476
melvinalexander92-CIilQpbhQKS.jpg,https://www.instagram.com/p/CIilQpbhQKS,12/8/2020,melvinalexander92,0,Infinity,1,0,,image,"This is an example of homeyness. The table has the look of natural material, in this case wood, which gives off the impression of a natural aesthetic. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fdav2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129746280_380892336500725_5759774800234363475_n.jpg?_nc_ht=instagram.fdav2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=C194PIQYFUsAX8C0cHO&tp=1&oh=9dbb70717de4757b91bb283321f7f72d&oe=5FFD06EF
angela_env-CIiUF4xDA2h.jpg,https://www.instagram.com/p/CIiUF4xDA2h,12/8/2020,angela_env,0,Infinity,1,0,Cornell University,image,"#envpsy #envpsyw7 
This reflects the HER process of restoration. The elements of nature such as trees, hill, and fog can attract people and allow them to contemplate while watching the scene. People do not need to pay attention with effort to examine the environment. They can relax and enjoy the views of nature without getting cognitive fatigue.","envpsy, envpsyw7",,https://instagram.fpac2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/130274038_392447561834740_4545033432138116080_n.jpg?_nc_ht=instagram.fpac2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=stuS69_T70EAX9K21nZ&tp=1&oh=5457107fc4344bbd35089a65365e41a1&oe=5FFDABB1
dea.coolness-CIh59DFhxqh.jpg,https://www.instagram.com/p/CIh59DFhxqh,12/8/2020,dea.coolness,2,0,0,0,Eisenhower Memorial Park,image,"This is a large park very close to my house. This relates to the HER Process of Restoration and is an example of a restorative environment. When it’s nice outside and especially during the summer, I go on long walks through the park by myself or with friends. Appreciating my scenic sorroundings involves involuntary attention. I feel calmer and happier after these walks. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fcai19-2.fna.fbcdn.net/v/t51.2885-15/e35/130716553_5278114805562628_5155575358989583911_n.jpg?_nc_ht=instagram.fcai19-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=XlFJKtRvAmkAX8Iv92N&tp=1&oh=c3585708093f1ef5a4fc679c3bfdda28&oe=5FFE3075
malinwenviron.psych-CIhs22BF8ZV.jpg,https://www.instagram.com/p/CIhs22BF8ZV,12/8/2020,malinwenviron.psych,4,0.5,0,2,,image,"This is an image of my gazebo. I'm not in it because of obvious weather related issues, but it really helps calm me when I sit in there and look at the nature of my backyard. This relates to the HER process of restoration as well as biophilia. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fcfc2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/130248018_840187170126868_5065821253917346875_n.jpg?_nc_ht=instagram.fcfc2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=GSFKMD9jChIAX9ti3Hh&tp=1&oh=47b4eec5bf0539db674b77e02628718a&oe=5FFB66DC
dorisyuanroomdea1500-CIhm-LnHuIA.jpg,https://www.instagram.com/p/CIhm-LnHuIA,12/8/2020,dorisyuanroomdea1500,2,1.5,2,1,,image,"This is related to restorative environment. When I’ve studied or looked at my screens for a while, I would loop up and stare at the sky the clouds to release some of the stress and allow my body to take a break. And sometimes when it’s raining, the rain drops also seem very therapeutic. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fauh1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129774139_2983847025169847_1326329683018586421_n.jpg?_nc_ht=instagram.fauh1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=EwXXVmub2QcAX8EoiAp&tp=1&oh=3cc136e1394b3c94b80ac941e348d631&oe=5FFABB9A
cin_r_liu-CIhk6gvAU3h.jpg,https://www.instagram.com/p/CIhk6gvAU3h,12/8/2020,cin_r_liu,2,1.5,1,2,,image,"#envpsy #envpsyw7 
This is an example of Restorative Environment. I spent most of 2020 in a room with my laptop and seeing this natural scene really reduced my stress and made me feel alive again.","envpsy, envpsyw7",,https://instagram.fsin4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129728196_1266916690351026_2534223254442893954_n.jpg?_nc_ht=instagram.fsin4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=yO6e1VJR-HsAX-SW8u_&tp=1&oh=878ee779c851e515d4c8c96ee8e70cf6&oe=5FFB1EB9
loiseau_heureux-CIhkqjZjq9W.jpg,https://www.instagram.com/p/CIhkqjZjq9W,12/8/2020,loiseau_heureux,1,5,2,3,,image,This picture reflects the HER process biophilia/restoration. Being on the beaches in California make me very euphoric and stress-free. #envpsy #envpsyw7,"envpsy, envpsyw7",,https://instagram.fgru7-1.fna.fbcdn.net/v/t51.2885-15/e35/130305880_390681728941504_2620318987233313326_n.jpg?_nc_ht=instagram.fgru7-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=6rcQKwghZG8AX9BeLng&tp=1&oh=f2ae5b8149773a28624320b034c5a7e0&oe=5FFDB914
loiseau_heureux-CIhkBQKD0KG.jpg,https://www.instagram.com/p/CIhkBQKD0KG,12/8/2020,loiseau_heureux,1,0,0,0,,image,"HER process: cognitive ergonomics. This door is poorly designed as both sides of the door have handles, confusing the user whether or not to pull or push the door. #envpsy #envpsyw7","envpsy, envpsyw7",,https://instagram.fgel2-1.fna.fbcdn.net/v/t51.2885-15/e35/130420830_2282110251932743_3142743286401614069_n.jpg?_nc_ht=instagram.fgel2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=MfRuy3QaKiYAX8mn0wi&tp=1&oh=b03ebd5556e39f8be78b177d1d4eb67e&oe=5FFBAB94
ashmilko-CIhjFy7AFvy.jpg,https://www.instagram.com/p/CIhjFy7AFvy,12/8/2020,ashmilko,28,0.1429,2,2,,image,"HER PROCESS: small group ecology 
We often use the dining table for work instead of formal dining. The orientation and seats that people choose to sit in correspond to how they are collaborating or interacting. An example would be people facing each other are usually competing and people right next to each other are in collaboration #envpsyw7 #envpsy","envpsyw7, envpsy",,https://instagram.fpoj1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129791374_415828296208971_5990740431478764379_n.jpg?_nc_ht=instagram.fpoj1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=plmKht2dwLcAX_j5WUq&tp=1&oh=779b1ad14e48af2ff661c8f941e716e3&oe=5FFA908B
bendea1500-CIhedBnBW97.jpg,https://www.instagram.com/p/CIhedBnBW97,12/8/2020,bendea1500,2,0.5,0,1,,image,This plant represents the HER process restorative environment and biophilia.  We keep plants in our homes to mimic nature from outdoors because it is relaxing and reduces stress. #envpsy #envpsyw7,"envpsy, envpsyw7",,https://instagram.ftgu2-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129724119_222200169317680_7976882035540472460_n.jpg?_nc_ht=instagram.ftgu2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=2MJZItTKgqEAX9Sr_lA&tp=1&oh=40675fef1b03b13ea04e4b248e5e8798&oe=5FFE1D4D
dea1500_isabellagray-CIhYAtQgWiN.jpg,https://www.instagram.com/p/CIhYAtQgWiN,12/8/2020,dea1500_isabellagray,0,NaN,0,0,,image,"#envpsy #envpsyw7 Cognitive ergonomics refers to if and how people understand their environment and its uses. This switch provides great feedback to its user because it provides straightforward, clear, and distinctive communications on how it is to be used effectively. It has two functions- “on” or “off”- and it is labelled accordingly in order to provide maximum feedback to its user.","envpsy, envpsyw7",,https://instagram.flim8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129790304_469218370728039_4615660054902103966_n.jpg?_nc_ht=instagram.flim8-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=qkyOSx-PQXUAX8wXyYy&tp=1&oh=7587fbc0a359d4cc1c7307dd109f8f1b&oe=5FFC7773
dea1500_isabellagray-CIhYAtQgWiN.jpg,https://www.instagram.com/p/CIhYAtQgWiN,12/8/2020,dea1500_isabellagray,0,NaN,0,0,,image,"#envpsy #envpsyw7 Cognitive ergonomics refers to if and how people understand their environment and its uses. This switch provides great feedback to its user because it provides straightforward, clear, and distinctive communications on how it is to be used effectively. It has two functions- “on” or “off”- and it is labelled accordingly in order to provide maximum feedback to its user.","envpsy, envpsyw7",,https://instagram.flim8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/129776727_213084763596341_523396521306453118_n.jpg?_nc_ht=instagram.flim8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=fa5va3q1DNkAX8iLB7o&tp=1&oh=1725677f56bb79f70152cc704cfca96b&oe=5FFC8C22
